member_id,n_txns,first_txn,last_txn,days_since_last,active_span_days,lifetime_spend,avg_basket,points_balance,redemptions,channels_used,brands_used,main_brand,avg_gap_days,overdue_ratio,annualised_spend,tier,tier_rank,country,home_brand,email,flag_profile_conflicted,flag_shared_email
M02687,5,2022-12-22,2025-01-08,538,748,269.34,53.87,437.0,1,2,2,PulseEats,187.0,2.88,131.43,Bronze,1,SG,PulseEats,member02687@example.com,false,false
M02850,6,2023-12-17,2025-07-09,356,570,461.35,76.89,922.0,0,3,1,PulseHome,114.0,3.12,295.43,Silver,2,GB,PulseHome,member02850@example.com,false,false
M02853,4,2023-10-14,2025-04-17,439,551,173.41,43.35,348.0,0,2,1,PulseHome,183.7,2.39,114.87,Gold,3,IN,PulseHome,member02853@example.com,false,false
M02940,6,2023-11-02,2025-10-28,245,726,313.19,52.2,409.0,1,3,2,PulseEats,145.2,1.69,157.46,Gold,3,US,PulseEats,member02940@example.com,false,false
M03041,4,2023-10-28,2025-06-23,372,604,266.11,66.53,466.0,0,3,1,PulseEats,201.3,1.85,160.81,Gold,3,US,PulseEats,member03041@example.com,false,false
M03180,7,2021-09-27,2025-04-09,447,1290,398.74,56.96,590.0,2,2,3,PulseEats,215.0,2.08,112.82,Gold,3,IN,PulseEats,member03180@example.com,false,false
M04064,5,2023-05-12,2025-06-12,383,762,346.93,69.39,644.0,1,3,1,PulseHome,190.5,2.01,166.18,Bronze,1,GB,PulseHome,member04064@example.com,false,false
M04212,7,2022-06-01,2025-04-02,454,1036,562.26,80.32,1034.0,1,3,2,PulseHome,172.7,2.63,198.09,Bronze,1,IN,PulseHome,member04212@example.com,false,false
M04465,4,2023-05-15,2025-05-13,413,729,285.17,71.29,655.0,0,2,1,PulseMart,243.0,1.7,142.78,Bronze,1,SG,PulseMart,member04465@example.com,false,false
M04878,4,2024-04-10,2025-08-22,312,499,212.63,53.16,293.0,1,3,1,PulseHome,166.3,1.88,155.53,Gold,3,US,PulseHome,member04878@example.com,false,false
M04970,5,2025-01-17,2026-02-04,146,383,338.3,67.66,535.0,3,3,2,PulseHome,95.8,1.52,322.4,Bronze,1,US,PulseHome,member04970@example.com,false,false
M04975,4,2024-09-04,2025-11-13,229,435,175.06,43.77,223.0,1,3,2,PulseEats,145.0,1.58,146.89,Bronze,1,IN,PulseEats,member04975@example.com,false,false
M05002,6,2024-01-18,2025-11-28,214,680,443.64,73.94,799.0,2,3,2,PulseMart,136.0,1.57,238.13,Silver,2,IN,PulseMart,member05002@example.com,false,false
M05183,6,2022-12-28,2025-06-09,386,894,303.85,50.64,598.0,0,2,2,PulseHome,178.8,2.16,124.06,Bronze,1,US,PulseHome,member05183@example.com,false,false
M05371,8,2024-10-10,2026-02-20,130,498,629.93,78.74,1428.0,0,3,2,PulseMart,71.1,1.83,461.7,Silver,2,IN,PulseMart,member05371@example.com,false,false
M05382,8,2023-04-15,2025-08-11,323,849,533.31,66.66,1201.0,0,3,2,PulseMart,121.3,2.66,229.28,Bronze,1,GB,PulseMart,member05382@example.com,false,false
M05993,5,2023-09-21,2025-07-16,349,664,173.2,34.64,240.0,1,3,1,PulseEats,166.0,2.1,95.21,Platinum,4,US,PulseEats,member05993@example.com,false,false
M06013,5,2023-02-13,2025-06-08,387,846,251.95,50.39,441.0,0,3,1,PulseEats,211.5,1.83,108.7,Gold,3,IN,PulseEats,member06013@example.com,false,false
M06055,6,2024-12-13,2026-02-19,131,433,488.07,81.35,863.0,1,3,1,PulseHome,86.6,1.51,411.42,Bronze,1,IN,PulseHome,member06055@example.com,false,false
M06193,8,2022-09-02,2025-05-09,417,980,547.26,68.41,933.0,2,2,2,PulseHome,140.0,2.98,203.83,Silver,2,IN,PulseHome,member06193@example.com,false,false
M06421,8,2024-08-22,2026-01-19,162,515,575.71,71.96,871.0,2,3,2,PulseEats,73.6,2.2,408.03,Platinum,4,AE,PulseEats,member06421@example.com,false,false
M06807,4,2024-04-04,2025-10-01,272,545,248.03,62.01,252.0,1,2,2,PulseEats,181.7,1.5,166.11,Bronze,1,IN,PulseEats,member06807@example.com,false,false
M06937,7,2022-01-29,2025-06-23,372,1241,385.82,55.12,605.0,2,3,1,PulseHome,206.8,1.8,113.48,Bronze,1,US,PulseHome,member06937@example.com,false,false
M07087,7,2024-12-31,2026-01-31,150,396,511.73,73.1,894.0,0,3,1,PulseEats,66.0,2.27,471.67,Gold,3,US,PulseEats,member07087@example.com,false,false
M07221,7,2023-05-02,2025-07-30,335,820,440.2,62.89,721.0,2,3,2,PulseHome,136.7,2.45,195.94,Gold,3,US,PulseHome,member07221@example.com,false,false
M07498,4,2024-04-15,2025-08-18,316,490,188.26,47.07,338.0,0,3,2,PulseEats,163.3,1.93,140.23,Bronze,1,GB,PulseEats,member07498@example.com,false,false
M07507,6,2024-07-26,2025-12-06,206,498,425.77,70.96,865.0,0,3,2,PulseHome,99.6,2.07,312.06,Bronze,1,US,PulseHome,member07507@example.com,false,false
M07522,5,2024-06-20,2025-11-08,234,506,300.14,60.03,514.0,1,2,1,PulseHome,126.5,1.85,216.5,Bronze,1,SG,PulseHome,member07522@example.com,false,false
M07942,7,2024-02-27,2025-12-27,185,669,326.41,46.63,654.0,1,2,1,PulseMart,111.5,1.66,178.09,Silver,2,SG,PulseMart,member07942@example.com,false,false
M08003,5,2024-12-03,2025-12-07,205,369,331.99,66.4,310.0,3,3,1,PulseEats,92.3,2.22,328.39,Gold,3,IN,PulseEats,member08003@example.com,false,false
M08963,5,2024-04-28,2025-10-25,248,545,239.69,47.94,471.0,0,3,3,PulseEats,136.3,1.82,160.53,Gold,3,SG,PulseEats,member08963@example.com,false,false
M09228,4,2024-04-26,2025-08-18,316,479,107.37,26.84,185.0,1,3,2,PulseHome,159.7,1.98,81.82,Bronze,1,US,PulseHome,member09228@example.com,false,false
M09476,5,2023-11-19,2025-05-15,411,543,281.85,56.37,565.0,0,3,1,PulseHome,135.8,3.03,189.46,Bronze,1,US,PulseHome,member09476@example.com,false,false
M09589,8,2021-10-28,2025-07-07,358,1348,561.42,70.18,674.0,3,3,3,PulseEats,192.6,1.86,152.02,Gold,3,IN,PulseEats,member09589@example.com,false,false
M10013,7,2023-06-26,2025-06-09,386,714,508.8,72.69,887.0,2,3,2,PulseMart,119.0,3.24,260.1,Bronze,1,SG,PulseMart,member10013@example.com,false,false
M10384,10,2022-09-16,2025-12-11,201,1182,498.94,49.89,1120.0,1,3,1,PulseMart,131.3,1.53,154.07,Silver,2,US,PulseMart,member10384@example.com,false,false
M10401,5,2024-08-12,2025-12-13,199,488,382.03,76.41,749.0,0,2,2,PulseHome,122.0,1.63,285.74,Bronze,1,US,PulseHome,member10401@example.com,false,false
M10575,6,2022-10-14,2025-05-22,404,951,261.58,43.6,438.0,1,3,1,PulseEats,190.2,2.12,100.4,Silver,2,GB,PulseEats,member10575@example.com,false,false
M10582,6,2023-04-25,2025-08-18,316,846,588.14,98.02,996.0,1,3,2,PulseEats,169.2,1.87,253.75,Gold,3,US,PulseEats,member10582@example.com,false,false
M10641,6,2024-05-18,2025-09-13,290,483,398.41,66.4,771.0,2,3,1,PulseMart,96.6,3.0,301.08,Bronze,1,US,PulseMart,member10641@example.com,false,false
M11318,7,2021-10-26,2025-07-16,349,1359,411.16,58.74,827.0,1,3,1,PulseMart,226.5,1.54,110.43,Platinum,4,GB,PulseMart,member11318@example.com,false,false
M11377,5,2023-01-07,2025-02-08,507,763,310.64,62.13,572.0,1,3,1,PulseHome,190.8,2.66,148.6,Bronze,1,US,PulseHome,member11377@example.com,false,false
M11464,9,2022-09-30,2025-09-05,298,1071,358.64,39.85,606.0,1,3,2,PulseEats,133.9,2.23,122.23,Silver,2,AE,PulseEats,member11464@example.com,false,false
M11571,4,2022-12-17,2025-02-27,488,803,189.11,47.28,366.0,0,3,2,PulseHome,267.7,1.82,85.96,Gold,3,US,PulseHome,member11571@example.com,false,false
M11727,6,2023-12-18,2025-11-10,232,693,303.6,50.6,700.0,0,3,1,PulseMart,138.6,1.67,159.9,Bronze,1,US,PulseMart,member11727@example.com,false,false
M11775,5,2024-05-13,2025-09-13,290,488,465.73,93.15,880.0,0,2,2,PulseEats,122.0,2.38,348.34,Platinum,4,US,PulseEats,member11775@example.com,false,false
M11994,6,2024-01-24,2025-11-23,219,669,432.11,72.02,743.0,3,3,1,PulseMart,133.8,1.64,235.76,Silver,2,SG,PulseMart,member11994@example.com,false,false
M12018,6,2023-04-13,2025-03-07,480,694,490.59,81.77,708.0,1,3,1,PulseEats,138.8,3.46,258.02,Gold,3,US,PulseEats,member12018@example.com,false,false
M12028,6,2022-08-23,2025-03-21,466,941,406.01,67.67,711.0,0,2,1,PulseEats,188.2,2.48,157.49,Silver,2,IN,PulseEats,member12028@example.com,false,false
M12135,8,2023-10-20,2025-09-23,280,704,426.03,53.25,768.0,3,3,1,PulseMart,100.6,2.78,220.88,Silver,2,IN,PulseMart,member12135@example.com,false,false
M12188,6,2022-08-09,2025-04-14,442,979,447.06,74.51,766.0,1,3,3,PulseHome,195.8,2.26,166.68,Silver,2,US,PulseHome,member12188@example.com,false,false
M12205,5,2024-11-26,2026-01-19,162,419,294.84,58.97,678.0,0,2,1,PulseMart,104.8,1.55,256.84,Bronze,1,IN,PulseMart,member12205@example.com,false,false
M12379,9,2023-01-19,2025-10-07,266,992,599.49,66.61,1147.0,0,3,2,PulseEats,124.0,2.15,220.58,Silver,2,US,PulseEats,member12379@example.com,false,false
M13165,7,2021-11-19,2025-04-03,453,1231,647.81,92.54,1388.0,1,2,1,PulseMart,205.2,2.21,192.08,Gold,3,US,PulseMart,member13165@example.com,false,false
M13723,9,2022-04-06,2025-09-06,297,1249,453.75,50.42,761.0,1,2,2,PulseEats,156.1,1.9,132.6,Bronze,1,AE,PulseEats,member13723@example.com,false,false
M13927,6,2023-07-22,2025-06-15,380,694,357.47,59.58,821.0,0,2,1,PulseMart,138.8,2.74,188.01,Bronze,1,AE,PulseMart,member13927@example.com,false,false
M14110,7,2023-12-10,2025-09-14,289,644,424.65,60.66,593.0,2,2,1,PulseHome,107.3,2.69,240.68,Silver,2,US,PulseHome,member14110@example.com,false,false
M14301,8,2023-05-29,2025-11-16,226,902,744.74,93.09,1660.0,1,3,1,PulseMart,128.9,1.75,301.36,Gold,3,IN,PulseMart,member14301@example.com,false,false
M14407,5,2024-08-16,2025-09-10,293,390,452.93,90.59,913.0,0,2,2,PulseHome,97.5,3.01,423.9,Bronze,1,SG,PulseHome,member14407@example.com,false,false
M14423,5,2024-06-15,2025-09-20,283,462,142.5,28.5,135.0,2,3,2,PulseEats,115.5,2.45,112.58,Gold,3,SG,PulseEats,member14423@example.com,false,false
M14645,7,2023-11-30,2025-08-07,327,616,448.67,64.1,823.0,1,3,3,PulseMart,102.7,3.19,265.85,Bronze,1,IN,PulseMart,member14645@example.com,false,false
M14782,5,2024-10-31,2025-12-06,206,401,370.73,74.15,591.0,1,3,2,PulseEats,100.3,2.05,337.45,Bronze,1,IN,PulseEats,member14782@example.com,false,false
M14924,5,2023-03-20,2025-04-20,436,762,461.1,92.22,807.0,0,3,1,PulseEats,190.5,2.29,220.87,Gold,3,GB,PulseEats,member14924@example.com,false,false
M14937,5,2023-09-06,2025-07-26,339,689,326.27,65.25,653.0,0,3,1,PulseHome,172.3,1.97,172.84,Bronze,1,IN,PulseHome,member14937@example.com,false,false
M15085,6,2022-07-28,2025-06-21,374,1059,351.12,58.52,661.0,1,3,1,PulseMart,211.8,1.77,121.02,Silver,2,US,PulseMart,member15085@example.com,false,false
M15196,5,2022-04-21,2025-04-04,452,1079,493.14,98.63,936.0,1,3,1,PulseHome,269.8,1.68,166.82,Silver,2,US,PulseHome,member15196@example.com,false,false
M15512,6,2023-10-06,2025-07-12,353,645,362.64,60.44,672.0,0,3,2,PulseEats,129.0,2.74,205.21,Silver,2,GB,PulseEats,member15512@example.com,false,false
M15519,6,2022-01-03,2025-02-12,503,1136,337.96,56.33,677.0,0,3,1,PulseHome,227.2,2.21,108.59,Silver,2,IN,PulseHome,member15519@example.com,false,false
M15524,6,2021-12-01,2025-03-20,467,1205,364.67,60.78,539.0,1,3,1,PulseEats,241.0,1.94,110.46,Bronze,1,US,PulseEats,member15524@example.com,false,false
M15632,4,2024-02-05,2025-09-08,295,581,298.04,74.51,665.0,0,2,2,PulseMart,193.7,1.52,187.24,Silver,2,IN,PulseMart,member15632@example.com,false,false
M15650,5,2024-02-12,2025-06-07,388,481,308.64,61.73,344.0,3,3,1,PulseHome,120.3,3.23,234.21,Bronze,1,AE,PulseHome,member15650@example.com,false,false
M15735,7,2021-09-29,2025-03-13,474,1261,287.56,41.08,483.0,1,3,2,PulseHome,210.2,2.26,83.24,Gold,3,US,PulseHome,member15735@example.com,false,false
M15790,5,2023-06-14,2025-04-17,439,673,221.33,44.27,386.0,0,2,1,PulseEats,168.3,2.61,120.04,Silver,2,IN,PulseEats,member15790@example.com,false,false
M15860,5,2024-11-29,2025-12-29,183,395,503.96,100.79,832.0,1,2,1,PulseEats,98.8,1.85,465.68,Bronze,1,IN,PulseEats,member15860@example.com,false,false
M16070,5,2023-08-26,2025-06-28,367,672,236.82,47.36,365.0,1,3,1,PulseEats,168.0,2.18,128.63,Gold,3,IN,PulseEats,member16070@example.com,false,false
M16629,6,2023-01-10,2025-07-23,342,925,406.07,67.68,812.0,0,3,1,PulseHome,185.0,1.85,160.23,Bronze,1,US,PulseHome,member16629@example.com,false,false
M16781,8,2025-03-08,2026-03-25,97,382,547.82,68.48,954.0,1,3,2,PulseHome,54.6,1.78,523.44,Gold,3,US,PulseHome,member16781@example.com,false,false
M17302,6,2024-04-10,2025-11-15,227,584,372.03,62.01,490.0,2,3,2,PulseEats,116.8,1.94,232.52,Platinum,4,IN,PulseEats,member17302@example.com,false,false
M17395,10,2021-05-14,2025-07-16,349,1524,434.89,43.49,853.0,1,3,2,PulseMart,169.3,2.06,104.16,Gold,3,IN,PulseMart,member17395@example.com,false,false
M17413,6,2022-04-26,2025-06-15,380,1146,640.1,106.68,1122.0,3,3,1,PulseMart,229.2,1.66,203.87,Bronze,1,IN,PulseMart,member17413@example.com,false,false
M18029,9,2022-06-17,2025-08-27,307,1167,472.82,52.54,765.0,2,2,2,PulseHome,145.9,2.1,147.88,Gold,3,US,PulseHome,member18029@example.com,false,false
M18058,6,2023-01-11,2025-02-10,505,761,327.34,54.56,523.0,1,3,1,PulseEats,152.2,3.32,157.0,Bronze,1,IN,PulseEats,member18058@example.com,false,false
M18125,6,2023-05-28,2025-09-18,285,844,315.12,52.52,452.0,1,3,1,PulseEats,168.8,1.69,136.28,Bronze,1,SG,PulseEats,member18125@example.com,false,false
M18146,4,2024-01-14,2025-03-12,475,423,252.67,63.17,442.0,0,2,1,PulseEats,141.0,3.37,218.02,Silver,2,US,PulseEats,member18146@example.com,false,false
M18517,5,2023-08-17,2025-02-21,494,554,202.17,40.43,354.0,0,3,1,PulseEats,138.5,3.57,133.2,Bronze,1,IN,PulseEats,member18517@example.com,false,false
M18705,4,2023-12-24,2025-08-13,321,598,290.19,72.55,618.0,0,2,3,PulseMart,199.3,1.61,177.12,Bronze,1,IN,PulseMart,member18705@example.com,false,false
M18992,9,2023-06-10,2026-01-01,180,936,617.81,68.65,1263.0,1,3,2,PulseMart,117.0,1.54,240.92,Bronze,1,US,PulseMart,member18992@example.com,false,false
M19991,6,2024-02-27,2025-09-28,275,579,403.78,67.3,507.0,1,2,1,PulseEats,115.8,2.37,254.54,Bronze,1,US,PulseEats,member19991@example.com,false,false
M20103,8,2022-02-05,2025-02-26,489,1117,523.0,65.38,1202.0,0,3,1,PulseMart,159.6,3.06,170.9,Gold,3,US,PulseMart,member20103@example.com,false,false
M20204,5,2023-08-26,2025-06-27,368,671,279.73,55.95,410.0,1,2,1,PulseEats,167.8,2.19,152.16,Silver,2,IN,PulseEats,member20204@example.com,false,false
M20388,6,2024-01-13,2025-10-16,257,642,236.05,39.34,359.0,1,3,1,PulseHome,128.4,2.0,134.2,Silver,2,AE,PulseHome,member20388@example.com,false,false
M20745,4,2024-02-29,2025-06-19,376,476,221.27,55.32,406.0,0,2,2,PulseEats,158.7,2.37,169.67,Bronze,1,GB,PulseEats,member20745@example.com,false,false
M21099,6,2024-09-15,2025-12-16,196,457,494.33,82.39,669.0,2,3,1,PulseEats,91.4,2.14,394.81,Silver,2,US,PulseEats,member21099@example.com,false,false
M21272,4,2022-12-03,2025-03-18,469,836,173.16,43.29,330.0,1,2,1,PulseMart,278.7,1.68,75.6,Bronze,1,IN,PulseMart,member21272@example.com,false,false
M21312,4,2024-03-24,2025-07-18,347,481,170.15,42.54,273.0,1,2,1,PulseMart,160.3,2.16,129.12,Bronze,1,US,PulseMart,member21312@example.com,false,false
M21507,8,2024-02-03,2025-11-30,212,666,470.77,58.85,938.0,0,3,3,PulseHome,95.1,2.23,258.0,Silver,2,US,PulseHome,member21507@example.com,false,false
M21588,4,2024-02-15,2025-08-17,317,549,169.91,42.48,340.0,0,1,1,PulseHome,183.0,1.73,112.96,Bronze,1,IN,PulseHome,member21588@example.com,false,false
M21640,5,2024-04-03,2025-11-16,226,592,154.48,30.9,221.0,1,2,1,PulseMart,148.0,1.53,95.25,Bronze,1,SG,PulseMart,member21640@example.com,false,false
M22550,9,2023-07-02,2025-07-18,347,747,733.83,81.54,1548.0,1,3,2,PulseMart,93.4,3.72,358.56,Bronze,1,IN,PulseMart,member22550@example.com,false,false
M22658,9,2021-09-03,2025-06-03,392,1369,512.53,56.95,1078.0,1,3,2,PulseMart,171.1,2.29,136.65,Bronze,1,GB,PulseMart,member22658@example.com,false,false
M22765,5,2024-06-05,2025-11-20,222,533,316.54,63.31,593.0,1,3,2,PulseMart,133.3,1.67,216.77,Bronze,1,IN,PulseMart,member22765@example.com,false,false
M22864,7,2024-12-19,2026-02-01,149,409,328.91,46.99,666.0,1,3,3,PulseMart,68.2,2.19,293.53,Bronze,1,US,PulseMart,member22864@example.com,false,false
M22899,4,2022-12-16,2025-03-30,457,835,300.95,75.24,567.0,0,2,3,PulseEats,278.3,1.64,131.55,Silver,2,AE,PulseEats,member22899@example.com,false,false
M22991,8,2022-09-11,2025-08-13,321,1067,460.35,57.54,614.0,2,3,1,PulseEats,152.4,2.11,157.48,Bronze,1,AE,PulseEats,member22991@example.com,false,false
M23270,4,2023-02-18,2025-04-10,446,782,190.08,47.52,276.0,1,3,1,PulseEats,260.7,1.71,88.72,Bronze,1,IN,PulseEats,member23270@example.com,false,false
M23367,5,2022-11-06,2025-03-07,480,852,190.1,38.02,292.0,1,3,2,PulseEats,213.0,2.25,81.44,Silver,2,US,PulseHome,member23367@example.com,false,false
M23796,6,2022-02-22,2025-06-05,390,1199,229.82,38.3,520.0,0,3,2,PulseMart,239.8,1.63,69.96,Platinum,4,SG,PulseMart,member23796@example.com,false,false
M23898,4,2023-03-04,2025-04-01,455,759,340.59,85.15,669.0,0,3,2,PulseHome,253.0,1.8,163.79,Gold,3,US,PulseHome,member23898@example.com,false,false
M23916,5,2023-07-02,2025-06-09,386,708,324.32,64.86,746.0,0,3,1,PulseMart,177.0,2.18,167.2,Bronze,1,AE,PulseMart,member23916@example.com,false,false
M24317,4,2023-06-13,2025-04-05,451,662,443.29,110.82,690.0,1,2,2,PulseEats,220.7,2.04,244.41,Bronze,1,AE,PulseEats,member24317@example.com,false,false
M24404,7,2021-07-29,2025-04-23,433,1364,355.58,50.8,623.0,0,3,1,PulseEats,227.3,1.9,95.15,Bronze,1,AE,PulseEats,member24404@example.com,false,false
M24633,8,2024-10-21,2026-03-12,110,507,715.87,89.48,1361.0,2,3,3,PulseMart,72.4,1.52,515.37,Silver,2,IN,PulseMart,member24633@example.com,false,false
M24835,4,2024-01-06,2025-08-12,322,584,631.12,157.78,907.0,1,2,1,PulseEats,194.7,1.65,394.45,Bronze,1,IN,PulseEats,member24835@example.com,false,false
M25035,11,2023-07-23,2026-01-02,179,894,634.77,57.71,1005.0,3,3,2,PulseHome,89.4,2.0,259.16,Gold,3,AE,PulseHome,member25035@example.com,false,false
M25266,4,2023-07-05,2025-06-06,389,702,230.76,57.69,461.0,0,2,1,PulseHome,234.0,1.66,119.98,Silver,2,US,PulseHome,member25266@example.com,false,false
M25326,6,2023-07-03,2025-10-16,257,836,311.83,51.97,524.0,1,3,1,PulseHome,167.2,1.54,136.15,Bronze,1,IN,PulseHome,member25326@example.com,false,false
M25904,8,2023-04-23,2025-08-31,303,861,567.89,70.99,1037.0,1,3,1,PulseHome,123.0,2.46,240.74,Bronze,1,SG,PulseHome,member25904@example.com,false,false
M26106,5,2023-10-26,2025-04-08,448,530,337.42,67.48,467.0,1,3,1,PulseEats,132.5,3.38,232.37,Platinum,4,US,PulseEats,member26106@example.com,false,false
M26154,5,2024-07-19,2025-10-10,263,448,316.8,63.36,628.0,0,3,2,PulseHome,112.0,2.35,258.11,Platinum,4,IN,PulseHome,member26154@example.com,false,false
M26384,9,2023-05-11,2025-12-13,199,947,606.59,67.4,947.0,2,3,2,PulseEats,118.4,1.68,233.8,Platinum,4,IN,PulseEats,member26384@example.com,false,false
M26897,5,2023-04-13,2025-03-29,458,716,378.93,75.79,743.0,0,3,2,PulseHome,179.0,2.56,193.17,Bronze,1,IN,PulseHome,member26897@example.com,false,false
M27020,5,2024-10-01,2025-11-02,240,397,505.6,101.12,886.0,0,2,1,PulseEats,99.3,2.42,464.85,Bronze,1,SG,PulseEats,member27020@example.com,false,false
M27029,12,2023-09-22,2026-01-24,157,855,571.59,47.63,1233.0,1,3,2,PulseMart,77.7,2.02,244.01,Platinum,4,SG,PulseMart,member27029@example.com,false,false
M27850,5,2024-01-15,2025-09-10,293,604,302.49,60.5,627.0,0,2,2,PulseHome,151.0,1.94,182.8,Gold,3,IN,PulseHome,member27850@example.com,false,false
M28122,8,2022-05-10,2025-01-20,526,986,509.95,63.74,760.0,2,3,3,PulseEats,140.9,3.73,188.77,Gold,3,IN,PulseEats,member28122@example.com,false,false
M28202,5,2022-09-27,2025-06-11,384,988,330.75,66.15,586.0,0,3,2,PulseEats,247.0,1.55,122.19,Platinum,4,AE,PulseEats,member28202@example.com,false,false
M28241,4,2023-12-05,2025-03-31,456,482,302.52,75.63,409.0,2,3,1,PulseMart,160.7,2.84,229.09,Bronze,1,IN,PulseMart,member28241@example.com,false,false
M28331,5,2023-12-15,2025-09-15,288,640,338.46,67.69,591.0,0,3,1,PulseEats,160.0,1.8,193.03,Gold,3,IN,PulseEats,member28331@example.com,false,false
M28521,4,2024-09-06,2025-10-19,254,408,296.9,74.22,557.0,0,3,2,PulseEats,136.0,1.87,265.61,Bronze,1,IN,PulseHome,member28521@example.com,false,false
M28543,5,2024-08-02,2025-10-22,251,446,268.74,53.75,526.0,0,3,2,PulseHome,111.5,2.25,219.93,Bronze,1,AE,PulseHome,member28543@example.com,false,false
M28696,9,2021-12-13,2025-10-11,262,1398,451.5,50.17,691.0,1,3,1,PulseEats,174.8,1.5,117.88,Bronze,1,SG,PulseEats,member28696@example.com,false,false
M28700,4,2024-01-24,2025-02-24,491,397,603.56,150.89,1056.0,0,3,1,PulseEats,132.3,3.71,554.91,Bronze,1,US,PulseEats,member28700@example.com,false,false
M28892,5,2023-12-18,2025-07-07,358,567,224.41,44.88,449.0,0,3,1,PulseHome,141.8,2.53,144.46,Silver,2,AE,PulseHome,member28892@example.com,false,false
M29053,4,2024-02-04,2025-05-04,422,455,249.89,62.47,544.0,0,2,2,PulseMart,151.7,2.78,200.46,Silver,2,IN,PulseMart,member29053@example.com,false,false
M29115,5,2023-05-23,2025-07-06,359,775,313.69,62.74,578.0,1,3,1,PulseHome,193.8,1.85,147.74,Platinum,4,IN,PulseHome,member29115@example.com,false,false
M29156,5,2023-09-15,2025-04-16,440,579,289.97,57.99,580.0,0,3,1,PulseHome,144.8,3.04,182.8,Bronze,1,GB,PulseHome,member29156@example.com,false,false
M29837,5,2022-01-27,2025-01-10,536,1079,239.76,47.95,552.0,0,3,1,PulseMart,269.8,1.99,81.11,Bronze,1,US,PulseMart,member29837@example.com,false,false
M30034,5,2024-06-29,2025-08-05,329,402,286.05,57.21,500.0,0,3,1,PulseEats,100.5,3.27,259.72,Bronze,1,SG,PulseEats,member30034@example.com,false,false
M30484,5,2022-11-19,2025-04-11,445,874,219.83,43.97,402.0,1,3,3,PulseEats,218.5,2.04,91.81,Bronze,1,IN,PulseEats,member30484@example.com,false,false
M30890,5,2022-12-11,2025-06-22,373,924,258.0,51.6,317.0,2,3,1,PulseEats,231.0,1.61,101.92,Silver,2,US,PulseEats,member30890@example.com,false,false
M31315,4,2023-12-26,2025-06-13,382,535,260.95,65.24,457.0,0,3,1,PulseEats,178.3,2.14,178.03,Silver,2,IN,PulseEats,member31315@example.com,false,false
M31536,4,2024-06-16,2025-07-16,349,395,227.29,56.82,373.0,1,3,2,PulseHome,131.7,2.65,210.03,Gold,3,SG,PulseHome,member31536@example.com,false,false
M31576,4,2022-09-01,2025-02-04,511,887,192.61,48.15,252.0,2,3,1,PulseMart,295.7,1.73,79.26,Bronze,1,US,PulseMart,member31576@example.com,false,false
M31608,4,2022-07-31,2025-01-24,522,908,207.22,51.81,295.0,1,2,1,PulseEats,302.7,1.72,83.3,Bronze,1,US,PulseEats,member31608@example.com,false,false
M31879,4,2022-09-29,2025-01-28,518,852,195.77,48.94,326.0,1,2,1,PulseHome,284.0,1.82,83.87,Gold,3,US,PulseHome,member31879@example.com,false,false
M33081,4,2024-07-26,2025-08-14,320,384,244.21,61.05,504.0,1,2,2,PulseMart,128.0,2.5,232.13,Silver,2,SG,PulseMart,member33081@example.com,false,false
M33730,7,2022-08-24,2025-09-01,302,1104,357.22,51.03,634.0,1,3,1,PulseHome,184.0,1.64,118.1,Gold,3,US,PulseHome,member33730@example.com,false,false
M34102,5,2022-05-27,2025-05-08,418,1077,287.34,57.47,502.0,0,2,1,PulseEats,269.3,1.55,97.38,Gold,3,US,PulseEats,member34102@example.com,false,false
M34169,5,2024-10-31,2025-12-14,198,409,460.75,92.15,996.0,1,2,1,PulseMart,102.3,1.94,411.18,Gold,3,IN,PulseMart,member34169@example.com,false,false
M34226,4,2023-09-05,2025-05-20,406,623,205.73,51.43,211.0,2,3,1,PulseMart,207.7,1.96,120.53,Bronze,1,US,PulseMart,member34226@example.com,false,false
M34333,5,2024-08-22,2025-10-06,267,410,370.63,74.13,599.0,1,3,1,PulseHome,102.5,2.6,329.95,Gold,3,US,PulseHome,member34333@example.com,false,false
M34456,5,2023-01-29,2025-06-06,389,859,275.61,55.12,339.0,2,3,1,PulseMart,214.8,1.81,117.11,Gold,3,IN,PulseMart,member34456@example.com,false,false
M34615,5,2023-09-08,2025-08-03,331,695,309.61,61.92,333.0,2,2,1,PulseHome,173.8,1.91,162.6,Silver,2,IN,PulseHome,member34615@example.com,false,false
M34777,6,2022-06-08,2025-07-17,348,1135,489.11,81.52,820.0,2,3,2,PulseHome,227.0,1.53,157.29,Silver,2,SG,PulseHome,member34777@example.com,false,false
M34828,5,2022-07-09,2025-02-21,494,958,259.0,51.8,278.0,3,3,1,PulseHome,239.5,2.06,98.68,Bronze,1,US,PulseHome,member34828@example.com,false,false
M34836,7,2023-12-20,2025-08-19,315,608,336.66,48.09,653.0,2,3,2,PulseMart,101.3,3.11,202.11,Bronze,1,IN,PulseMart,member34836@example.com,false,false
M34952,4,2022-09-07,2025-01-28,518,874,337.65,84.41,776.0,0,2,1,PulseMart,291.3,1.78,141.01,Silver,2,US,PulseMart,member34952@example.com,false,false
M35096,7,2021-09-18,2025-04-11,445,1301,486.54,69.51,789.0,3,3,1,PulseMart,216.8,2.05,136.5,Silver,2,US,PulseMart,member35096@example.com,false,false
