member_id,email,first_name,last_name,join_date,tier,brand,status,country,birth_date
M32115,member32115@example.com,First32115,Last32115,2023-11-05,Silver,PulseMart,active,IN,1966-03-04
M32116,member32116@example.com,First32116,Last32116,2025-04-25,Bronze,PulseHome,inactive,SG,1988-12-16
M32117,member32117@example.com,First32117,Last32117,2025-02-24,Silver,PulseEats,active,US,1985-06-06
M32118,member32118@example.com,First32118,Last32118,2025-04-07,Gold,PulseHome,active,US,1984-02-20
M32119,member32119@example.com,First32119,Last32119,2024-04-23,Bronze,PulseHome,inactive,GB,2005-08-27
M32120,member32120@example.com,First32120,Last32120,2025-02-16,Gold,PulseMart,active,SG,2002-12-25
M32121,member32121@example.com,First32121,Last32121,2025-10-07,Bronze,PulseMart,active,US,1996-12-31
M32122,member32122@example.com,First32122,Last32122,2023-08-26,Silver,PulseEats,active,IN,1982-12-06
M32123,member32123@example.com,First32123,Last32123,2024-11-04,Bronze,PulseMart,active,AE,2005-11-26
M32124,member32124@example.com,First32124,Last32124,2023-06-02,Bronze,PulseHome,churned,SG,1979-08-03
M32125,member32125@example.com,First32125,Last32125,2021-11-24,Bronze,PulseMart,active,AE,1988-07-20
M32126,member32126@example.com,First32126,Last32126,2024-07-13,Silver,PulseEats,active,IN,1993-08-27
M32127,member32127@example.com,First32127,Last32127,2025-06-24,Gold,PulseMart,inactive,IN,1985-10-18
M32128,member32128@example.com,First32128,Last32128,2021-01-29,Platinum,PulseMart,inactive,AE,1987-11-09
M32129,member32129@example.com,First32129,Last32129,2022-06-29,Platinum,PulseHome,active,GB,1985-06-03
M32130,member32130@example.com,First32130,Last32130,2021-06-14,Gold,PulseMart,inactive,IN,1984-01-03
M32131,member32131@example.com,First32131,Last32131,2023-08-09,Bronze,PulseHome,active,US,1972-04-28
M32132,member32132@example.com,First32132,Last32132,2023-01-01,Bronze,PulseMart,active,SG,1973-10-30
M32133,member32133@example.com,First32133,Last32133,2023-03-17,Silver,PulseHome,churned,AE,1969-01-09
M32134,member32134@example.com,First32134,Last32134,2024-05-20,Bronze,PulseMart,active,SG,1977-02-10
M32135,member32135@example.com,First32135,Last32135,2026-02-02,Silver,PulseEats,churned,IN,1966-01-09
M32136,member32136@example.com,First32136,Last32136,2025-01-24,Bronze,PulseHome,active,IN,1984-05-05
M32137,member32137@example.com,First32137,Last32137,2023-02-11,Bronze,PulseMart,active,IN,1972-12-25
M32138,member32138@example.com,First32138,Last32138,2025-09-11,Bronze,PulseMart,active,IN,1968-04-23
M32139,member32139@example.com,First32139,Last32139,2022-01-06,Gold,PulseMart,active,IN,1985-12-02
M32140,member32140@example.com,First32140,Last32140,2022-07-26,Bronze,PulseMart,churned,US,1984-01-06
M32141,member32141@example.com,First32141,Last32141,2021-12-08,Gold,PulseMart,active,US,1987-10-28
M32142,member32142@example.com,First32142,Last32142,2024-12-22,Gold,PulseHome,inactive,SG,1980-04-30
M32143,member32143@example.com,First32143,Last32143,2023-11-30,Gold,PulseMart,active,US,1987-02-06
M32144,member32144@example.com,First32144,Last32144,2022-03-10,Silver,PulseMart,active,AE,1965-02-09
M32145,member32145@example.com,First32145,Last32145,2021-07-06,Gold,PulseEats,active,SG,1973-05-28
M32146,member32146@example.com,First32146,Last32146,2022-06-26,Gold,PulseMart,active,GB,1980-11-17
M32147,member32147@example.com,First32147,Last32147,2025-07-08,Gold,PulseHome,active,IN,1993-07-23
M32148,member32148@example.com,First32148,Last32148,2024-10-01,Silver,PulseHome,active,US,1985-08-01
M32149,member32149@example.com,First32149,Last32149,2024-01-02,Bronze,PulseEats,active,US,1989-02-03
M32150,member32150@example.com,First32150,Last32150,2024-01-17,Bronze,PulseEats,inactive,SG,1990-11-13
M32151,member32151@example.com,First32151,Last32151,2025-01-16,Gold,PulseHome,active,IN,1977-04-22
M32152,member32152@example.com,First32152,Last32152,2025-10-04,Gold,PulseEats,active,IN,1972-08-02
M32153,member32153@example.com,First32153,Last32153,2021-01-08,Gold,PulseEats,inactive,US,1977-04-07
M32154,member32154@example.com,First32154,Last32154,2023-05-13,gold,PulseHome,active,IN,1976-09-16
M32155,member32155@example.com,First32155,Last32155,2024-01-20,Silver,PulseHome,active,IN,1987-09-19
M32156,member32156@example.com,First32156,Last32156,,Bronze,PulseHome,churned,IN,1989-04-20
M32157,member32157@example.com,First32157,Last32157,2021-12-09,Silver,PulseHome,active,in,1976-09-12
M32158,member32158@example.com,First32158,Last32158,2021-05-23,Bronze,PulseMart,active,IN,1972-11-21
M32159,member32159@example.com,First32159,Last32159,2024-06-03,Bronze,PulseEats,active,US,2001-06-03
M32160,member32160@example.com,First32160,Last32160,2024-11-07,Silver,PulseMart,inactive,IN,2001-04-26
M32161,member32161@example.com,First32161,Last32161,2023-02-01,Platinum,PulseHome,active,IN,1994-02-21
M32162,member32162@example.com,First32162,Last32162,2023-04-24,Bronze,PulseMart,active,US,2001-04-03
M32163,member32163@example.com,First32163,Last32163,2023-01-17,Bronze,PulseEats,churned,IN,2002-12-23
M32164,member32164@example.com,First32164,Last32164,2022-02-02,Platinum,PulseMart,active,IN,1972-06-29
M32165,member32165@example.com,First32165,Last32165,2023-04-03,Gold,PulseMart,active,US,1986-07-31
M32166,member32166@example.com,First32166,Last32166,2022-01-06,Bronze,PulseMart,active,IN,1982-02-27
M32167,member32167@example.com,First32167,Last32167,2021-06-13,Silver,PulseMart,inactive,GB,1985-05-08
M32168,member32168@example.com,First32168,Last32168,2025-12-27,Silver,PulseEats,churned,US,1985-03-19
M32169,member32169@example.com,First32169,Last32169,2024-12-15,Gold,PulseEats,active,IN,2002-11-20
M32170,member32170@example.com,First32170,Last32170,2022-12-24,Silver,PulseHome,active,US,1995-07-18
M32171,member32171@example.com,First32171,Last32171,2024-03-06,Silver,PulseHome,inactive,US,1978-12-21
M32172,member32172@example.com,First32172,Last32172,2023-12-05,Silver,PulseEats,active,IN,2001-10-14
M32173,member32173@example.com,First32173,Last32173,2022-12-08,Bronze,PulseEats,active,AE,1974-01-22
M32174,member32174@example.com,First32174,Last32174,2024-09-01,Gold,PulseEats,active,IN,1978-11-30
M32175,member32175@example.com,First32175,Last32175,2021-08-26,Gold,PulseEats,inactive,AE,1990-12-05
M32176,member32176@example.com,First32176,Last32176,2025-08-13,Bronze,PulseHome,inactive,US,2001-06-26
M32177,member32177@example.com,First32177,Last32177,2021-07-20,Bronze,PulseMart,inactive,IN,1981-05-27
M32178,member32178@example.com,First32178,Last32178,2022-04-16,Silver,PulseHome,inactive,US,1969-05-22
M32179,member32179@example.com,First32179,Last32179,2024-09-01,Bronze,PulseHome,active,IN,1981-08-06
M32180,member32180@example.com,First32180,Last32180,2023-01-05,Bronze,PulseMart,inactive,IN,1997-02-11
M32181,member32181@example.com,First32181,Last32181,2026-02-14,Silver,PulseEats,active,US,1997-05-14
M32182,member32182@example.com,First32182,Last32182,2021-02-21,Gold,PulseMart,churned,US,1976-10-22
M32183,member32183@example.com,First32183,Last32183,2025-09-15,Bronze,PulseEats,active,IN,1985-06-27
M32184,member32184@example.com,First32184,Last32184,2022-01-10,Silver,PulseMart,churned,US,1994-09-25
M32185,member32185@example.com,First32185,Last32185,2022-05-19,Silver,PulseEats,inactive,GB,1970-08-31
M32186,member32186@example.com,First32186,Last32186,2025-12-21,Platinum,PulseHome,active,IN,2000-04-27
M32187,member32187@example.com,First32187,Last32187,2025-10-06,Gold,PulseEats,active,SG,1997-10-11
M32188,member32188@example.com,First32188,Last32188,,Silver,PulseHome,active,SG,2006-08-23
M32189,member32189@example.com,First32189,Last32189,2025-04-09,Bronze,PulseMart,active,IN,2001-01-10
M32190,member32190@example.com,First32190,Last32190,2023-11-08,Gold,PulseHome,active,IN,1995-02-06
M32191,member32191@example.com,First32191,Last32191,2022-03-01,Gold,PulseHome,inactive,US,1984-03-28
M32192,member32192@example.com,First32192,Last32192,2023-09-05,Silver,PulseMart,inactive,US,2004-01-06
M32193,member32193@example.com,First32193,Last32193,2024-11-28,Platinum,PulseHome,active,IN,1991-10-29
M32194,member32194@example.com,First32194,Last32194,2024-05-01,Bronze,PulseEats,active,IN,2000-05-04
M32195,member32195@example.com,First32195,Last32195,2022-09-12,Gold,PulseMart,active,US,2003-04-13
M32196,member32196@example.com,First32196,Last32196,2022-12-12,Gold,PulseMart,active,US,1972-08-12
M32197,member32197@example.com,First32197,Last32197,2022-06-14,Bronze,PulseHome,inactive,IN,2000-07-16
M32198,member32198@example.com,First32198,Last32198,2023-08-03,Silver,PulseHome,active,GB,1977-09-10
M32199,member32199@example.com,First32199,Last32199,2022-04-14,Bronze,PulseEats,inactive,SG,1991-03-23
M32200,member32200@example.com,First32200,Last32200,2022-02-01,Bronze,PulseMart,churned,US,1997-02-21
M32201,member32201@example.com,First32201,Last32201,2023-09-24,Silver,PulseMart,active,AE,1989-10-20
M32202,member32202@example.com,First32202,Last32202,2022-09-09,Gold,PulseHome,inactive,SG,2002-02-13
M32203,member32203@example.com,First32203,Last32203,2021-08-12,Gold,PulseHome,active,IN,1978-10-07
M32204,member32204@example.com,First32204,Last32204,2021-02-02,Bronze,PulseMart,active,US,1981-09-29
M32205,member32205@example.com,First32205,Last32205,,Bronze,PulseEats,active,US,1985-05-14
M32206,member32206@example.com,First32206,Last32206,2021-04-17,Bronze,PulseEats,active,US,2005-05-01
M32207,member32207@example.com,First32207,Last32207,2023-07-30,Gold,PulseEats,active,IN,1967-02-19
M32208,member32208@example.com,First32208,Last32208,2024-03-15,Bronze,PulseHome,inactive,IN,1988-09-24
M32209,member32209@example.com,First32209,Last32209,2025-11-11,Bronze,PulseHome,active,US,2006-03-28
M32210,member32210@example.com,First32210,Last32210,2024-07-13,Platinum,PulseHome,active,IN,1987-09-15
M32211,member32211@example.com,First32211,Last32211,2022-01-18,Silver,PulseHome,active,US,1992-07-13
M32212,member32212@example.com,First32212,Last32212,2023-07-22,Bronze,PulseEats,active,AE,1979-08-28
M32213,member32213@example.com,First32213,Last32213,2025-07-09,Silver,PulseMart,active,IN,2002-04-24
M32214,member32214@example.com,First32214,Last32214,2026-03-17,Bronze,PulseMart,inactive,usa,1984-10-21
M32215,member32215@example.com,First32215,Last32215,2024-11-09,Gold,PulseEats,active,US,2004-12-12
M32216,member32216@example.com,First32216,Last32216,2022-04-17,Gold,PulseHome,inactive,IN,2001-11-10
M32217,member32217@example.com,First32217,Last32217,2024-09-13,Silver,PulseMart,active,US,2001-04-11
M32218,member32218@example.com,First32218,Last32218,2025-06-21,Bronze,PulseMart,active,US,1996-05-14
M32219,member32219@example.com,First32219,Last32219,2021-09-21,Gold,PulseHome,active,IN,1999-10-14
M32220,member32220@example.com,First32220,Last32220,2025-02-12,Gold,PulseEats,active,US,1994-10-04
M32221,member32221@example.com,First32221,Last32221,2023-04-11,Silver,PulseHome,active,US,1995-03-26
M32222,member32222@example.com,First32222,Last32222,2022-03-05,Bronze,PulseEats,active,SG,2002-08-02
M32223,member32223@example.com,First32223,Last32223,2021-07-27,Gold,PulseHome,inactive,US,1993-12-18
M32224,member32224@example.com,First32224,Last32224,2022-09-20,Bronze,PulseMart,active,IN,1977-09-24
M32225,member32225@example.com,First32225,Last32225,2021-09-03,Silver,PulseMart,active,US,1986-08-26
M32226,member32226@example.com,First32226,Last32226,2022-05-09,Gold,PulseHome,active,IN,1987-12-11
M32227,member32227@example.com,First32227,Last32227,2021-06-09,Gold,PulseMart,active,IN,1986-09-14
M32228,member32228@example.com,First32228,Last32228,2022-11-25,Gold,PulseHome,churned,SG,1987-01-04
M32229,member32229@example.com,First32229,Last32229,2023-12-29,Platinum,PulseHome,active,AE,1974-12-10
M32230,member32230@example.com,First32230,Last32230,2024-05-21,Bronze,PulseMart,active,IN,1985-08-26
M32231,member32231@example.com,First32231,Last32231,2025-06-11,Silver,PulseEats,inactive,US,2003-12-16
M32232,member32232@example.com,First32232,Last32232,2026-01-07,Silver,PulseEats,active,SG,1976-03-15
M32233,member32233@example.com,First32233,Last32233,2024-07-19,Bronze,PulseMart,active,IN,2000-03-02
M32234,member32234@example.com,First32234,Last32234,2023-09-19,Gold,PulseHome,churned,AE,1971-09-01
M32235,member32235@example.com,First32235,Last32235,2022-12-24,Bronze,PulseHome,active,SG,2005-01-03
M32236,member32236@example.com,First32236,Last32236,2023-06-04,Platinum,PulseEats,active,IN,1995-08-03
M32237,member32237@example.com,First32237,Last32237,2021-02-24,Bronze,PulseEats,active,IN,2006-07-26
M32238,member32238@example.com,First32238,Last32238,2023-01-23,Silver,PulseHome,active,IN,1982-08-25
M32239,member32239@example.com,First32239,Last32239,2023-07-17,Bronze,PulseMart,active,US,1970-08-23
M32240,member32240@example.com,First32240,Last32240,2023-07-28,Platinum,PulseEats,inactive,US,2003-09-06
M32241,member32241@example.com,First32241,Last32241,2024-05-23,Bronze,PulseMart,churned,US,1989-10-06
M32242,member32242@example.com,First32242,Last32242,2025-05-15,Silver,PulseEats,active,US,1983-05-15
M32243,member32243@example.com,First32243,Last32243,2023-06-27,Silver,PulseMart,active,US,1980-03-13
M32244,member32244@example.com,First32244,Last32244,2025-10-26,Gold,PulseMart,inactive,IN,1977-02-16
M32245,member32245@example.com,First32245,Last32245,2021-08-09,Bronze,PulseMart,active,AE,1979-02-10
M32246,member32246@example.com,First32246,Last32246,2026-01-04,Silver,PulseMart,active,IN,2000-12-19
M32247,member32247@example.com,First32247,Last32247,2023-12-07,Gold,PulseMart,churned,US,1996-04-01
M32248,member32248@example.com,First32248,Last32248,2022-11-12,Bronze,PulseHome,inactive,AE,1976-12-20
M32249,member32249@example.com,First32249,Last32249,2023-09-10,Bronze,PulseMart,inactive,SG,1998-12-20
M32250,member32250@example.com,First32250,Last32250,2025-02-24,Bronze,PulseMart,active,AE,1965-07-11
M32251,member32251@example.com,First32251,Last32251,2021-11-27,Gold,PulseMart,inactive,IN,1980-02-12
M32252,member32252@example.com,First32252,Last32252,2022-10-04,Silver,PulseHome,active,IN,2006-11-16
M32253,member32253@example.com,First32253,Last32253,2025-05-21,Bronze,PulseEats,active,IN,2006-12-08
M32254,member32254@example.com,First32254,Last32254,2026-01-20,Bronze,PulseMart,inactive,SG,1977-02-24
M32255,member32255@example.com,First32255,Last32255,2023-02-28,Bronze,PulseHome,inactive,IN,1991-04-19
M32256,member32256@example.com,First32256,Last32256,2024-03-08,Bronze,PulseMart,inactive,IN,2005-08-18
M32257,member32257@example.com,First32257,Last32257,2023-10-03,Silver,PulseHome,active,SG,1975-03-20
M32258,member32258@example.com,First32258,Last32258,2023-12-07,Silver,PulseMart,active,US,2005-07-24
M32259,member32259@example.com,First32259,Last32259,2022-02-16,Bronze,PulseHome,active,GB,1967-05-17
M32260,member32260@example.com,First32260,Last32260,2025-02-18,Silver,PulseMart,active,IN,2001-04-09
M32261,member32261@example.com,First32261,Last32261,2026-02-09,Bronze,PulseEats,active,IN,1999-06-12
M32262,member32262@example.com,First32262,Last32262,2024-12-14,Bronze,PulseMart,active,IN,1988-03-26
M32263,member32263@example.com,First32263,Last32263,2022-08-23,Bronze,PulseHome,inactive,IN,1972-03-31
M32264,member32264@example.com,First32264,Last32264,2022-04-02,Bronze,PulseEats,inactive,GB,1993-09-23
M32265,member32265@example.com,First32265,Last32265,2022-07-18,Gold,PulseMart,active,US,2003-10-15
M32266,member32266@example.com,First32266,Last32266,2023-01-12,Bronze,PulseMart,churned,IN,1987-05-19
M32267,member32267@example.com,First32267,Last32267,2023-08-06,Gold,PulseHome,active,GB,1966-08-05
M32268,member32268@example.com,First32268,Last32268,2022-07-27,Gold,PulseEats,active,IN,1978-05-05
M32269,member32269@example.com,First32269,Last32269,2021-03-02,Silver,PulseMart,active,SG,1993-11-20
M32270,member32270@example.com,First32270,Last32270,2026-03-21,Bronze,PulseEats,inactive,IN,1994-10-25
M32271,member32271@example.com,First32271,Last32271,2024-08-21,Platinum,PulseEats,active,IN,1992-02-29
M32272,member32272@example.com,First32272,Last32272,2025-11-09,Silver,PulseEats,active,US,1967-01-05
M32273,member32273@example.com,First32273,Last32273,2021-06-08,Silver,PulseEats,active,SG,1990-12-29
M32274,member32274@example.com,First32274,Last32274,2021-04-09,Bronze,PulseHome,active,US,2000-11-03
M32275,member32275@example.com,First32275,Last32275,2021-08-04,Gold,PulseMart,active,SG,2002-06-17
M32276,member32276@example.com,First32276,Last32276,2021-05-08,Bronze,PulseMart,active,AE,2002-08-03
M32277,member32277@example.com,First32277,Last32277,2023-11-14,Gold,PulseHome,active,IN,1983-11-26
M32278,member32278@example.com,First32278,Last32278,2021-09-05,Platinum,PulseHome,active,US,1968-10-17
M32279,member32279@example.com,First32279,Last32279,2025-07-01,Gold,PulseHome,active,IN,2004-06-01
M32280,member32280@example.com,First32280,Last32280,2023-04-03,Bronze,PulseEats,active,SG,1968-01-05
M32281,member32281@example.com,First32281,Last32281,2022-05-27,Platinum,PulseEats,active,US,1997-12-27
M32282,member32282@example.com,First32282,Last32282,2024-12-23,Bronze,PulseMart,inactive,IN,1987-09-19
M32283,member32283@example.com,First32283,Last32283,2021-11-19,Platinum,PulseMart,active,IN,1973-01-28
M32284,member32284@example.com,First32284,Last32284,2022-06-23,Bronze,PulseMart,inactive,IN,1977-10-22
M32285,member32285@example.com,First32285,Last32285,,Bronze,PulseMart,active,GB,1995-11-15
M32286,member32286@example.com,First32286,Last32286,2026-03-24,Gold,PulseEats,active,US,2000-06-11
M32287,member32287@example.com,First32287,Last32287,2024-06-23,Bronze,PulseMart,active,GB,1983-04-23
M32288,member32288@example.com,First32288,Last32288,2022-02-07,Silver,PulseHome,active,AE,2003-02-24
M32289,member32289@example.com,First32289,Last32289,2023-06-13,Bronze,PulseHome,churned,AE,1991-08-02
M32290,member32290@example.com,First32290,Last32290,2025-09-24,Bronze,PulseMart,active,US,1991-04-15
M32291,member32291@example.com,First32291,Last32291,2022-07-06,Silver,PulseHome,active,IN,1980-05-13
M32292,member32292@example.com,First32292,Last32292,2025-06-06,Bronze,PulseHome,active,SG,1987-04-01
M32293,member32293@example.com,First32293,Last32293,2023-12-22,Gold,PulseEats,active,AE,1982-06-25
M32294,member32294@example.com,First32294,Last32294,2025-03-13,Bronze,PulseHome,inactive,IN,1984-08-27
M32295,member32295@example.com,First32295,Last32295,2022-01-05,Gold,PulseHome,inactive,SG,1973-12-05
M32296,member32296@example.com,First32296,Last32296,2022-10-03,Platinum,PulseMart,active,US,1989-05-09
M32297,member32297@example.com,First32297,Last32297,2023-06-10,Platinum,PulseEats,active,IN,2002-04-14
M32298,member32298@example.com,First32298,Last32298,2026-03-05,Gold,PulseHome,churned,GB,1977-01-07
M32299,member32299@example.com,First32299,Last32299,2025-04-15,Silver,PulseMart,churned,US,2006-04-01
M32300,member32300@example.com,First32300,Last32300,2022-02-16,Bronze,PulseMart,churned,US,1972-10-30
M32301,member32301@example.com,First32301,Last32301,2023-05-13,Gold,PulseHome,active,US,1989-03-16
M32302,member32302@example.com,First32302,Last32302,2023-02-23,Bronze,PulseMart,active,US,1992-09-02
M32303,member32303@example.com,First32303,Last32303,2024-10-10,Silver,PulseEats,active,IN,1998-02-01
M32304,member32304@example.com,First32304,Last32304,2024-02-10,Silver,PulseEats,active,U.S.,1965-10-19
M32305,member32305@example.com,First32305,Last32305,2024-04-24,Silver,PulseEats,active,IN,2001-12-27
M32306,member32306@example.com,First32306,Last32306,2021-09-21,Bronze,PulseHome,active,IN,2002-05-29
M32307,member32307@example.com,First32307,Last32307,2026-02-01,Silver,PulseHome,inactive,IN,2005-07-08
M32308,member32308@example.com,First32308,Last32308,2023-09-17,Gold,PulseHome,churned,US,1974-02-28
M32309,member32309@example.com,First32309,Last32309,2026-03-13,Gold,PulseHome,active,IN,1979-01-30
M32310,member32310@example.com,First32310,Last32310,2022-07-24,Bronze,PulseHome,inactive,SG,1972-10-25
M32311,member32311@example.com,First32311,Last32311,2022-07-27,Silver,PulseMart,active,US,1995-02-06
M32312,member32312@example.com,First32312,Last32312,2025-08-22,Bronze,PulseMart,active,US,2000-12-15
M32313,member32313@example.com,First32313,Last32313,2024-03-28,Gold,PulseHome,active,US,1976-07-14
M32314,member32314@example.com,First32314,Last32314,2021-09-08,Platinum,PulseHome,active,US,1976-12-29
M32315,member32315@example.com,First32315,Last32315,2025-07-08,Bronze,PulseHome,inactive,IN,1966-06-08
M32316,member32316@example.com,First32316,Last32316,2025-12-27,Silver,PulseEats,active,AE,2000-11-27
M32317,member32317@example.com,First32317,Last32317,2025-10-04,Silver,PulseEats,churned,GB,1993-12-05
M32318,member32318@example.com,First32318,Last32318,2023-10-31,Platinum,PulseHome,churned,AE,1982-08-11
M32319,member32319@example.com,First32319,Last32319,2022-06-24,Silver,PulseEats,active,GB,1992-05-13
M32320,member32320@example.com,First32320,Last32320,2024-01-14,Bronze,PulseHome,active,IN,1989-07-27
M32321,member32321@example.com,First32321,Last32321,2024-08-07,Silver,PulseMart,inactive,US,2001-03-08
M32322,member32322@example.com,First32322,Last32322,2021-01-06,Bronze,PulseMart,inactive,US,2001-03-28
M32323,member32323@example.com,First32323,Last32323,2022-12-02,Gold,PulseHome,active,GB,2006-02-20
M32324,member32324@example.com,First32324,Last32324,2021-05-14,Silver,PulseEats,inactive,IN,1996-10-03
M32325,member32325@example.com,First32325,Last32325,2022-07-09,Gold,PulseHome,active,IN,1983-02-03
M32326,member32326@example.com,First32326,Last32326,2025-06-26,Silver,PulseMart,churned,US,1973-02-20
M32327,member32327@example.com,First32327,Last32327,2023-11-06,Silver,PulseEats,active,US,1984-03-11
M32328,member32328@example.com,First32328,Last32328,2021-03-31,Bronze,PulseMart,active,GB,1974-11-02
M32329,member32329@example.com,First32329,Last32329,2021-11-06,Bronze,PulseMart,active,IN,1998-08-20
M32330,member32330@example.com,First32330,Last32330,2022-06-28,Bronze,PulseEats,active,IN,1965-11-10
M32331,member32331@example.com,First32331,Last32331,,Silver,PulseEats,inactive,GB,1988-06-12
M32332,member32332@example.com,First32332,Last32332,2021-09-01,Bronze,PulseEats,active,IN,1978-06-22
M32333,member32333@example.com,First32333,Last32333,2025-10-10,Bronze,PulseHome,active,AE,1987-06-26
M32334,member32334@example.com,First32334,Last32334,2024-02-11,Silver,PulseEats,churned,AE,1977-06-16
M32335,member32335@example.com,First32335,Last32335,2025-02-24,Platinum,PulseEats,active,SG,1988-10-15
M32336,member32336@example.com,First32336,Last32336,2023-11-04,Silver,PulseMart,active,AE,1990-01-01
M32337,member32337@example.com,First32337,Last32337,2024-04-11,Bronze,PulseHome,active,US,1999-12-13
M32338,member32338@example.com,First32338,Last32338,2023-01-26,Gold,PulseHome,inactive,IN,1980-12-01
M32339,member32339@example.com,First32339,Last32339,2026-03-03,Bronze,PulseEats,churned,US,1983-11-01
M32340,member32340@example.com,First32340,Last32340,2023-11-12,Silver,PulseHome,active,US,2003-02-03
M32341,member32341@example.com,First32341,Last32341,2025-07-18,Silver,PulseMart,inactive,US,1969-10-27
M32342,member32342@example.com,First32342,Last32342,2024-02-24,Bronze,PulseMart,active,IN,1989-03-29
M32343,member32343@example.com,First32343,Last32343,2024-08-03,Bronze,PulseHome,active,US,1972-12-12
M32344,member32344@example.com,First32344,Last32344,2022-10-14,Platinum,PulseEats,inactive,AE,1971-01-09
M32345,member32345@example.com,First32345,Last32345,2026-02-26,Bronze,PulseEats,active,GB,1990-04-24
M32346,member32346@example.com,First32346,Last32346,2023-08-14,Bronze,PulseHome,inactive,IN,1982-12-22
M32347,member32347@example.com,First32347,Last32347,2025-07-19,Gold,PulseEats,active,SG,2003-09-14
M32348,member32348@example.com,First32348,Last32348,2021-12-06,Bronze,PulseEats,active,US,1982-02-10
M32349,member32349@example.com,First32349,Last32349,2024-11-17,Bronze,PulseMart,churned,IN,1974-03-16
M32350,member32350@example.com,First32350,Last32350,2023-01-09,Platinum,PulseHome,active,IN,1976-07-30
M32351,member32351@example.com,First32351,Last32351,2025-12-12,Bronze,PulseEats,active,US,1999-12-20
M32352,member32352@example.com,First32352,Last32352,2023-04-07,Silver,PulseEats,inactive,SG,1994-01-16
M32353,member32353@example.com,First32353,Last32353,2024-05-30,Bronze,PulseHome,churned,US,1981-04-26
M32354,member32354@example.com,First32354,Last32354,2024-07-03,Silver,PulseEats,active,IN,1970-04-26
M32355,member32355@example.com,First32355,Last32355,2022-09-25,Silver,PulseHome,active,IN,1997-06-13
M32356,member32356@example.com,First32356,Last32356,2026-01-19,Bronze,PulseEats,active,SG,1980-05-16
M32357,member32357@example.com,First32357,Last32357,2024-11-08,Bronze,PulseHome,active,AE,1986-12-13
M32358,member32358@example.com,First32358,Last32358,2023-06-19,Gold,PulseMart,active,IN,1968-04-28
M32359,member32359@example.com,First32359,Last32359,2025-12-14,Silver,PulseHome,active,SG,1994-09-07
M32360,member32360@example.com,First32360,Last32360,2025-10-27,platinum,PulseEats,inactive,IN,1971-05-15
M32361,member32361@example.com,First32361,Last32361,2025-01-31,Bronze,PulseEats,inactive,IN,1998-10-16
M32362,member32362@example.com,First32362,Last32362,2023-09-02,Gold,PulseEats,active,US,1991-03-26
M32363,member32363@example.com,First32363,Last32363,2024-06-28,Silver,PulseMart,active,SG,1972-03-31
M32364,member32364@example.com,First32364,Last32364,2021-02-27,Gold,PulseMart,active,US,1983-03-06
M32365,member32365@example.com,First32365,Last32365,2023-10-17,Bronze,PulseEats,active,AE,1974-07-14
M32366,member32366@example.com,First32366,Last32366,2021-05-12,Bronze,PulseHome,active,AE,2004-02-14
M32367,member32367@example.com,First32367,Last32367,2022-09-16,Bronze,PulseHome,active,US,1989-09-05
M32368,member32368@example.com,First32368,Last32368,2025-11-03,Bronze,PulseHome,active,SG,1978-08-16
M32369,member32369@example.com,First32369,Last32369,2023-01-10,Gold,PulseMart,active,IN,1989-12-28
M32370,member32370@example.com,First32370,Last32370,2022-11-08,Bronze,PulseEats,active,AE,1990-04-26
M32371,member32371@example.com,First32371,Last32371,2022-05-20,Platinum,PulseMart,active,IN,1980-09-16
M32372,member32372@example.com,First32372,Last32372,2026-02-19,Silver,PulseHome,active,US,2006-09-06
M32373,member32373@example.com,First32373,Last32373,2023-03-24,Bronze,PulseHome,active,IN,1979-08-18
M32374,member32374@example.com,First32374,Last32374,2023-08-26,Silver,PulseEats,churned,AE,1969-10-01
M32375,member32375@example.com,First32375,Last32375,2023-02-02,Silver,PulseEats,active,IN,2000-07-22
M32376,member32376@example.com,First32376,Last32376,2021-09-25,Bronze,PulseHome,inactive,IN,1971-04-16
M32377,member32377@example.com,First32377,Last32377,2024-02-12,Bronze,PulseMart,active,IN,2002-08-16
M32378,member32378@example.com,First32378,Last32378,2023-09-27,Gold,PulseEats,churned,IN,1998-06-09
M32379,member32379@example.com,First32379,Last32379,2022-02-11,Silver,PulseHome,active,US,1988-12-30
M32380,member32380@example.com,First32380,Last32380,2024-12-13,Bronze,PulseEats,active,US,1999-07-09
M32381,member32381@example.com,First32381,Last32381,2024-10-18,Bronze,PulseHome,churned,US,1965-03-07
M32382,member32382@example.com,First32382,Last32382,2021-03-08,Silver,PulseEats,active,US,2006-10-03
M32383,member32383@example.com,First32383,Last32383,2021-05-04,Bronze,PulseMart,inactive,SG,1994-06-11
M32384,member32384@example.com,First32384,Last32384,2021-12-21,Gold,PulseMart,active,IN,1972-05-30
M32385,member32385@example.com,First32385,Last32385,2021-06-11,Silver,PulseEats,active,IN,1994-11-03
M32386,member32386@example.com,First32386,Last32386,2023-07-07,Gold,PulseEats,churned,US,1969-10-24
M32387,member32387@example.com,First32387,Last32387,2023-09-17,Gold,PulseEats,active,US,1985-08-10
M32388,member32388@example.com,First32388,Last32388,2025-07-28,Bronze,PulseEats,active,GB,1996-10-29
M32389,member32389@example.com,First32389,Last32389,2021-01-24, Bronze,PulseEats,active,IN,1966-01-06
